Intitulé du poste,Date de publication,lieu,competences,Nom de la société,Type de contrat,Salaire minimum,Salaire maximum
analyste métier confirmé  data steward ,2023-01-12,courbevoie,"agile, big data, outils, communication, hadoop, excel, ios",nan,cdi,,
manager,2023-01-12,boulogne billancourt,"agile, big data, machine learning",viveris,cdi,,
data scientist,2023-01-12,palaiseau,"intelligence artificielle, sécurité, ios, tensorflow",onera,cdi,,
data scientist,2023-01-11,levallois perret,"intelligence artificielle, marketing, machine learning, git, moa",nan,cdd,,
data scientist,2023-01-11,paris,"python, machine learning, git, cloud, tableau, nlp, keras",nan,cdi,,
manager,2023-01-18,ile de france,"support, excel",nan,cdi,,
data protection officer,2023-01-11,ile de france,"web, excel",nan,cdi,,
consultant,2023-01-25,paris,"python, sql, communication, data management, excel",datatorii,cdd,45000.0,55000.0
architecte,2023-01-11,st denis,"big data, recette, hadoop, scala, unix, cloud, moe, unix, devops, spark",sncf act,cdi,,
data engineer,2023-01-11,paris,"python, sql, agile, big data, nosql, hadoop, scrum, scala, unix, cloud, unix, devops, spark",sibylone,cdi,,
data engineer,2023-01-11,paris,"agile, test, big data, communication, hadoop, git, scala, spark",digital partners,cdi,,
data analyst,2023-01-11,paris,"power bi, qlik, tableau, cognos",sibylone,cdi,,
chef de projet,2023-01-11,neuilly sur seine,agile,prerequis,cdi,,
chargé.e de mission observatoire data et impact   communication ,2023-01-19,paris,"outils, communication, support, sas",jobs_that_makesense,cdi,,
chargé.e de mission observatoire data et impact   communication ,2023-01-19,paris,"outils, communication, support, sas",jobs_that_makesense,cdd,,
chef de projet,2023-01-11,paris,,vr conseil,cdi,45000.0,75000.0
data scientist,2023-01-11,courbevoie,"python, outils, validation, machine learning, ios",aquila data enabler,intérim,,
data engineer,2023-01-11,palaiseau,"agile, outils, business intelligence, git, cloud, excel, ios",safran electronics & defense,cdi,,
data scientist,2023-01-11,seine saint denis,,nan,cdi,,
data engineer,2023-01-11,paris,"test, outils, hadoop, git, bases de données, scala, devops, jenkins, excel, spark",datapy,cdi,,
responsable,2023-01-12,paris,"sql, outils, git, bases de données, tableau, excel, ios",tingari.,cdi,,
data miner ,2023-01-13,paris,"python, marketing, sas, vba",nan,cdi,,
chef de produit et data marketing ,2023-01-13,paris,"marketing, excel",nan,cdi,,
chef de projet,2023-01-10,,"test, recette, marketing, git, web, seo, crm",nexton consulting,nan,30000.0,90000.0
data quality analyst ,2023-01-10,,"sql, test, git, web, tableau, data quality",dynamis rh,nan,,
manager,2023-01-10,,"outils, devops",frg technology consulting,nan,90000.0,110000.0
data analyst,2023-01-10,,"sql, agile, outils, power bi, qlik, tableau, data quality, etl",frg technology consulting,nan,39000.0,59000.0
data engineer,2023-01-10,neuilly sur seine,"sql, agile, test, outils, hadoop, data management, git, support, java, sql server, oracle, cloud, devops, jenkins, j2ee, spark",apgar,cdi,,
manager,2023-01-24,neuilly sur seine,"outils, data management, git, support",apgar,cdi,,
data engineer,2023-01-10,neuilly sur seine,"sql, agile, test, outils, hadoop, data management, git, support, java, sql server, oracle, cloud, devops, javascript, jenkins, j2ee, spark",apgar,cdi,,
data engineer,2023-01-10,neuilly sur seine,"test, recette, data management, git, support",apgar,cdi,,
data engineer,2023-01-10,neuilly sur seine,"sql, agile, test, outils, hadoop, data management, git, support, java, sql server, oracle, cloud, devops, javascript, jenkins, j2ee, spark",apgar,cdi,,
data analyst,2023-01-10,paris  dept,"test, outils, bases de données, support, sap, tableau",nan,cdi,,
"analyste data    système, réseaux, données ",2023-01-10,paris,"sql, outils, bases de données, power bi, oracle, tableau",dogfinance,cdi,,
"analyste data    système, réseaux, données ",2023-01-10,paris,"sql, outils, bases de données, power bi, oracle, tableau",dogfinance,cdi,,
product owner innovation data   informatique de gestion ,2023-01-10,paris,"agile, intelligence artificielle, validation, machine learning, scrum",sas oceane consulting cs,cdi,,
data analyst,2023-01-10,paris,"git, vba, excel",jobs_that_makesense,cdi,,
data analyst,2023-01-10,melun,"sql, test, outils, communication, git, bases de données, support, tableau",safran aircraft engines,cdd,,
data ingénieur,2023-01-10,paris,"outils, hadoop, machine learning, git, windows, tableau, linux, talend, etl, spark",alteca,intérim,40000.0,60000.0
manager,2023-01-26,saclay,"agile, plm, git, support, sap, sécurité",arial industries,cdi,,
data engineer,2023-01-10,paris,"python, sql, test, big data, recette, outils, nosql, hadoop, marketing, git, support, java, power bi, scala, cloud, linux, devops, spark",ipepper,cdi,,
data analyst,2023-01-23,paris,"communication, sas, excel",wavy services,cdi,,
"ingénieur data azure   système, réseaux, données ",2023-01-10,neuilly sur seine,"outils, communication, power bi, scala, tableau, etl",nigel frank international,cdi,45000.0,65000.0
data scientist,2023-01-10,magny les hameaux,"python, sql, intelligence artificielle, nosql, machine learning, git, excel",safran sa,cdi,,
data analyst,2023-01-10,paris,"sql, outils, bases de données, power bi, vba, excel, ios",dogfinance,cdi,,
testeur data   informatique de gestion ,2023-01-10,chatillon,"sql, agile, test, recette, outils, cloud, ios",mira group,cdi,,
data analyst,2023-01-10,charenton le pont,"sql, outils, git, sas, power bi, cloud",citech,cdi,40000.0,55000.0
manager,2023-01-10,courbevoie,"test, communication, support, ios, data quality",autobiz,cdi,,
data engineer,2023-01-24,paris,"test, big data, outils, git, acquisition, spring, devops, spark",zenika,cdi,48000.0,70000.0
conducteur de travaux data center cfocfa   cadres de chantier ,2023-01-10,guyancourt,sécurité,ceme ile-de-france,cdd,38000.0,46000.0
ingénieur devops projets data analytics   informatique de gestion ,2023-01-26,saclay,"python, sql, agile, test, outils, git, java, scrum, web, postgresql, serveur, cloud, devops, javascript, jenkins",arial industries,cdi,,
chef de projet,2023-01-10,paris,"test, recette, marketing, git, web, seo, crm",nexton consulting,cdi,,
data scientist,2023-01-09,issy les moulineaux,"python, agile, outils, machine learning, git, scala, cloud, spark",nan,cdi,,
data scientist,2023-01-09,courbevoie,"python, sql, agile, big data, outils, power bi, web, tableau",nan,cdd,,
data scientist,2023-01-09,courbevoie,"python, sql, agile, big data, outils, power bi, web, tableau",nan,cdi,,
manager,2023-01-09,charenton le pont,"agile, outils, ios",nan,cdi,,
data scientist,2023-01-09,paris,"python, test, recette, outils, communication, hadoop, machine learning, support, réseaux, scala, cloud, spark",vo2 group,cdi,,
product owner data   informatique de gestion ,2023-01-09,issy les moulineaux,"sql, agile, marketing, cloud, etl",sefiane  mehdi,cdi,,
consultant,2023-01-09,asnieres sur seine,"validation, moe",smile,cdi,,
data analyst,2023-01-09,boulogne billancourt,"sql, bases de données, power bi, tableau, excel",reignier maryne,cdi,35000.0,50000.0
data scientist,2023-01-09,courbevoie,"python, big data, outils, validation, machine learning, git, cloud, devops, ios, spark",aquila data enabler,cdi,,
consultant,2023-01-09,neuilly sur seine,"sql, big data, outils, réseaux, power bi, cloud, excel, etl",grant thornton france,cdi,,
responsable,2023-01-09,paris,"python, sql, test, outils, git, bases de données",plateforme des donnees de sante,cdd,,
data engineer,2023-01-09,magny les hameaux,"python, sql, agile, big data, outils, nosql, git, scala, cloud, devops, talend, etl, spark",safran sa,cdd,,
data engineer,2023-01-09,bezons,"python, sql, agile, big data, nosql, hadoop, java, spring, cloud, devops, spark",atos,cdi,,
data analyst,2023-01-09,paris,"test, outils, git, support, cloud, qlik, tableau, qlikview",otteo,cdd,,
consultant,2023-01-09,puteaux,"python, big data, java, power bi, scala",domicile,cdd,45000.0,70000.0
web data automatisme électrotechnique   informatique industrielle ,2023-01-23,rueil malmaison,"outils, web, excel",takoma,cdi,27000.0,33000.0
product owner data finance   informatique de gestion ,2023-01-09,neuilly sur seine,"agile, recette",byron group,cdd,,
responsable,2023-01-09,les ulis,communication,rhon'telecom,cdi,,
"ingénieur data sparkscala   système, réseaux, données ",2023-01-09,puteaux,"test, big data, recette, communication, business intelligence, bases de données, support, scala, unix, oracle, moa, unix, etl, spark",dogfinance,cdd,,
data ingénieur,2023-01-09,puteaux,"agile, test, communication, git, support, scala, oracle, spark",dogfinance,cdi,,
data engineer,2023-01-23,paris,"python, sql, big data, scrum, scala, postgresql, cloud, etl, spark",harnham,cdi,40000.0,50000.0
manager,2023-01-09,issy les moulineaux,"sql, outils, cloud, etl",sefiane  mehdi,cdi,,
manager,2023-01-09,issy les moulineaux,"sql, outils, cloud, etl",sefiane  mehdi,cdi,,
data engineer,2023-01-09,paris,"python, test, outils, hadoop, machine learning, java, scala, cloud, devops, spark",neoxia,intérim,42000.0,45000.0
data analyst,2023-01-23,paris,"python, sql, power bi, tableau, talend, etl",shape it,cdi,34000.0,40000.0
data engineer,2023-01-09,rueil malmaison,"python, sql, agile, big data, communication, machine learning, git, bases de données, scala, postgresql, serveur, spark",groupe astek,cdi,34000.0,60000.0
data engineer,2023-01-09,issy les moulineaux,"python, sql, big data, hadoop, machine learning, java, acquisition, scala, cloud",capgemini technology services,cdi,,
data ingénieur,2023-01-09,puteaux,"agile, test, communication, hadoop, git, scala, oracle, spark",groupama supports et services,intérim,,
chef de projet,2023-01-09,paris,"outils, validation, sécurité",swiss life asset managers,cdd,,
manager,2023-01-09,issy les moulineaux,"sql, outils, vba, excel",leyton france,cdd,,
data engineer,2023-01-09,paris,"python, big data, hadoop, scala, cloud, spark",exalt it,cdi,40000.0,75000.0
"analyste data    système, réseaux, données ",2023-01-09,paris,"sql, outils, bases de données, power bi, oracle, tableau",caisse d'epargne ile de france,cdi,,
référent,2023-01-09,guyancourt,"test, communication, data management, business intelligence, support, cloud, devops, nlp",michael page international france,cdi,45000.0,60000.0
tech lead python  devops  startup avancée data ia ,2023-01-25,paris,"python, outils, saas, machine learning, devops",nan,cdi,,
expert,2023-01-08,puteaux,"communication, data management, support, web, etl",nan,cdi,,
responsable,2023-01-08,moissy cramayel,"python, outils, data management, support, power bi, ios",nan,cdd,,
responsable,2023-01-07,paris,"sql, marketing, git, sas, web, sécurité, crm",nan,cdi,,
data analyst,2023-01-07,paris,"sql, recette, outils, marketing, sas, moa, sécurité, data quality, crm",nan,cdi,,
analyste data  ,2023-01-07,paris,"sql, outils, bases de données, power bi, oracle, tableau",caisse d'epargne ile-de-france,cdi,,
responsable,2023-01-07,,"recette, outils, communication, sas, sap, ios",nan,nan,,
ingénieur conception cœur data  ,2023-01-07,meudon,vmware,nan,cdi,,
manager,2023-01-12,colombes,outils,groupe 1001 vies habitat,cdi,,
manager,2023-01-12,colombes,outils,groupe 1001 vies habitat,cdi,,
data scientist,2023-01-09,issy les moulineaux,"python, test, intelligence artificielle, tensorflow",nan,cdi,,
data engineer,2023-01-06,magny les hameaux,"python, sql, agile, big data, outils, nosql, git, scala, cloud, devops, talend, etl, spark",nan,cdi,,
data steward lead  ,2023-01-06,melun,"communication, data management, git, support",nan,cdd,,
architecte,2023-01-06,corbeil essonnes,"sql, outils, communication, nosql, data management, plm, git, web",nan,cdi,,
développeur  développeuse big data ,2023-01-13,puteaux,"agile, test, communication, hadoop, git, scala, oracle, spark",groupama supports et services,cdi,,
data analyst,2023-01-13,chatillon,"sql, outils, communication, windows, power bi, qlik, qlikview, excel",orano - csp idf,cdi,,
data protection officer,2023-01-17,puteaux,"support, sécurité",nan,cdi,,
manager,2023-01-06,,"test, outils, git, web",nexton consulting,nan,25000.0,80000.0
data analyst,2023-01-05,issy les moulineaux,"sql, outils, communication, bases de données, power bi, excel",nan,cdd,,
data analyst,2023-01-05,paris,"agile, recette, outils, support, tableau, excel, salesforce",nan,cdi,,
data analyst,2023-01-05,paris,"python, sql, test, big data, outils, intelligence artificielle, bases de données, support, sas, tableau, ios",nan,cdi,,
data scientist,2023-01-05,paris,"test, outils, intelligence artificielle, marketing, machine learning, support, web, tableau, excel",nan,cdi,,
data scientist,2023-01-05,paris,"git, npl, keras",expectra,cdi,,
data analyst,2023-01-05,stains,"bases de données, ios",tekkeys sas,cdi,45000.0,48000.0
data engineer,2023-01-05,paris,"python, sql, recette, outils, communication, bases de données, power bi, sql server, oracle, tableau, excel, ios, etl",iziday,cdi,35000.0,60000.0
data engineer,2023-01-05,paris,"python, sql, data management, power bi, oracle, cloud, tableau, jenkins, ios",2m-advisory,cdi,,
data analyst,2023-01-05,paris,"sql, outils, bases de données, power bi",citech,cdi,45000.0,60000.0
manager,2023-01-05,paris,"test, outils, git, web",nexton consulting,cdi,,
consultant,2023-01-05,paris,"python, outils, sas",déborah hay,cdi,,
consultant,2023-01-05,paris,"python, outils, sas",déborah hay,cdi,,
"développeur big data   système, réseaux, données ",2023-01-05,boulogne billancourt,"python, sql, test, big data, hadoop, java, scala, unix, web, unix, sécurité, ios, talend, etl, spark",agap2it,cdi,35000.0,50000.0
data engineer,2023-01-05,rueil malmaison,"python, sql, test, outils, nosql, business intelligence, machine learning, git, bases de données, support, java, scala, web, oracle, postgresql, qlik, sécurité, javascript, talend, etl, crm",laboratoires mayoly spindler,cdi,,
data analyst,2023-01-26,gennevilliers,"python, sql, outils, marketing, support, power bi, tableau, seo, excel, salesforce, talend",tisseo services,cdi,,
business analyst,2023-01-05,val d oise,"outils, git, support, acquisition, sas, sécurité",nan,cdi,,
data analyst,2023-01-05,magny les hameaux,"python, sql, outils, data management, bases de données, sas, power bi, vba, excel",nan,cdi,,
data scientist,2023-01-05,creteil,"git, ios",nan,cdi,,
manager,2023-01-05,paris  dept,"communication, git, support",nan,cdi,,
manager,2023-01-05,levallois perret,"sql, git, power bi, qlik, talend, etl",nan,cdi,,
manager,2023-01-20,courbevoie,"business intelligence, git",nan,cdi,,
data protection officer,2023-01-05,massy,"marketing, git",nan,intérim,,
manager,2023-01-05,paris,"python, sql, big data, communication, nosql, hadoop, data management, machine learning, etl, nlp",nan,cdi,,
manager,2023-01-04,levallois perret,"sql, outils, communication, marketing, data management, sas, excel, ios",nan,cdi,,
data analyst,2023-01-04,paris,"python, sql, big data, outils, intelligence artificielle, hadoop, data management, business intelligence, git, support, scala, cloud, spark",sqorus,cdi,,
data scientist,2023-01-04,hauts de seine,machine learning,nan,cdi,,
ingénieure data  ,2023-01-04,paris  dept,"python, sql, electronique, validation, power bi, sql server, etl",nan,cdi,,
business analyst,2023-01-04,hauts de seine,"outils, bases de données, sap, qlik, excel",nan,cdi,,
data scientist,2023-01-04,hauts de seine,"test, communication, validation, data management, sap, excel",nan,cdi,,
chef de poste ssiap 1 bilingue anglais data center ,2023-01-04,paris  dept,excel,nan,cdi,,
assistant comptable  data assistant ,2023-01-04,mantes la jolie,"outils, git",nan,cdi,,
assistant comptable  data assistant ,2023-01-04,andresy,outils,nan,cdi,,
datascientist ,2023-01-04,val de marne,"python, sql, big data, outils, nosql, machine learning, bases de données, réseaux sociaux, réseaux, cloud",nan,cdi,,
data scientist,2023-01-04,paris,"sql, outils, git, tableau, excel",expectra,cdi,,
data analyst,2023-01-04,paris,"sql, outils, bases de données, réseaux, excel",aec - energie et climat,cdi,,
développeur java big data   informatique de gestion ,2023-01-09,paris,"agile, test, big data, hadoop, java, spark",margo conseil,intérim,40000.0,70000.0
"data architect   système, réseaux, données ",2023-01-04,paris,"python, bases de données, java, tableau, etl",conix,cdi,,
data engineer,2023-01-04,paris,"python, sql, test, outils, nosql, hadoop, bases de données, java, scala, cloud, spark",conix,cdi,,
data analyst,2023-01-04,paris,"outils, marketing, sas, salesforce",consortia,cdi,,
data engineer,2023-01-04,neuilly sur seine,"sql, agile, oracle, etl",prerequis,cdi,,
manager,2023-01-04,paris,"python, sql, communication, git, qlik, crm",dogfinance,cdi,,
manager,2023-01-17,tremblay en france,"test, big data, outils, validation, machine learning, support, acquisition, ios",oem services,cdi,42000.0,45000.0
manager,2023-01-04,paris,"big data, outils, communication, data management, git, support",ratp,cdi,,
data scientist,2023-01-23,maisons alfort,"python, bases de données, sas, serveur",dsi global services,cdd,,
data engineer,2023-01-04,paris,"python, sql, data management, power bi, oracle, cloud, tableau, jenkins, ios",2m advisory,intérim,,
data engineer,2023-01-04,paris,"python, sql, agile, outils, nosql, java, scala, cloud, devops, sécurité, javascript, ios, spark",red commerce limited,intérim,,
data analyst,2023-01-04,suresnes,"python, sql, agile, communication, bases de données, sql server, cloud, ios, spark",avanssur,cdi,,
data scientist,2023-01-04,neuilly sur seine,"python, big data, outils, marketing, business intelligence, machine learning, git, sas, excel, spark",nan,cdd,,
"chargé de projet prévisions, tarifications et data   commercial ",2023-01-04,issy les moulineaux,"python, recette, outils, communication, marketing, git, réseaux",transdev group,cdi,,
architecte,2023-01-04,paris,"sql, big data, nosql, hadoop, cloud",ipepper,cdi,,
data engineer,2023-01-04,paris,"python, sql, agile, big data, nosql, hadoop, java, spring, cloud, devops, spark",ipepper,cdi,,
data advisory senior ,2023-01-04,neuilly sur seine,"outils, data management, git, support",apgar,cdi,,
data advisory senior ,2023-01-04,neuilly sur seine,"outils, data management, git, support",apgar,cdi,,
data scientist,2023-01-03,vitry sur seine,"sql, tableau, excel, ios",nan,cdi,,
data analyst,2023-01-03,evry courcouronnes,"python, sql, outils, sas, serveur, vba, excel",nan,cdi,,
"développeur big data   système, réseaux, données ",2023-01-03,bezons,"sql, agile, test, big data, outils, nosql, hadoop, validation, git, jenkins, crm, spark",atos,cdi,,
data analyst,2023-01-21,rungis,"python, sql, machine learning, sap, power bi, cloud, tableau, excel, etl",nan,cdi,,
product owner plateforme big data   informatique de gestion ,2023-01-03,st denis,"agile, big data, support, power bi, cloud, sécurité, spark",sncf act,cdi,,
data engineer,2023-01-20,levallois perret,"python, sql, big data, outils, hadoop, java, power bi, scala, cloud, qlik, tableau, etl, spark",e.frontech.s.a.,intérim,,
ingénieur qa débutant accepté  editeur data & ia   informatique de gestion ,2023-01-03,puteaux,"test, outils, saas, git, scrum, web, ios",wake it up,cdi,35000.0,55000.0
product owner  société spécialisée dans l'innovation iot et la data   informatique de gestion ,2023-01-03,levallois perret,"python, agile, web",silkhom,cdi,45000.0,65000.0
data engineer,2023-01-03,paris,"python, test, outils, hadoop, git, cloud, spark",trimane,cdi,,
data engineer,2023-01-03,villejuif,"sql, agile, outils, communication, marketing, git, unix, qlik, unix, sécurité",lcl,cdd,,
data analyst,2023-01-03,paris,"agile, recette, outils, tableau",mydral,cdd,38000.0,43000.0
global product owner data analytics  cdi  châtillon 92   informatique de gestion ,2023-01-03,chatillon,"agile, support",dogfinance,cdi,,
"développeur java big data   système, réseaux, données ",2023-01-03,paris,"sql, test, big data, nosql, hadoop, java, j2ee, spark",bmarkets,cdi,,
manager,2023-01-23,poissy,"sql, outils, data management, git, support, sécurité, crm",envea,cdi,,
architecte,2023-01-03,villejuif,"sql, big data, intelligence artificielle, support, tableau",lcl,cdi,,
data solution specialist qlik   maîtrise d'ouvrage et fonctionnel ,2023-01-03,paris,"recette, outils, communication, qlik, moe, moa, qlikview",trimane,cdi,,
"assistante master data clients cdd   chargé d'affaires, technicocommercial ",2023-01-03,nanterre,"support, sap",fuchs lubrifiant france s.a.,cdi,,
manager,2023-01-03,paris,"python, sql, communication, git, qlik, crm",la banque postale,cdi,,
manager,2023-01-03,puteaux,"outils, communication, intelligence artificielle, marketing, saas, support, sécurité, ios",vialink,cdi,,
manager,2023-01-03,puteaux,"outils, communication, intelligence artificielle, marketing, saas, support, sécurité, ios",vialink,cdi,,
data scientist,2023-01-03,nanterre,"python, sql, machine learning, git, sas, tableau, moe, moa",nan,cdi,,
data scientist,2023-01-05,massy,"sql, outils, git, cloud",nan,cdd,,
data scientist,2023-01-05,massy,"python, sql, outils, marketing, machine learning, git, cloud, ios",nan,cdi,,
data scientist,2023-01-05,massy,"python, sql, agile, outils, marketing, machine learning, git, excel",nan,cdd,,
manager,2023-01-13,melun,"communication, data management, git, support",nan,cdi,,
data analyst,2023-01-04,levallois perret,"agile, outils, marketing, git, sas",mediametrie,cdi,,
ingénieur devops big data nifi   informatique de gestion ,2023-01-23,villejuif,"big data, communication, git, linux, devops",alithya france,cdi,45000.0,55000.0
data analyst,2023-01-02,paris  dept,"test, recette, data management, power bi, sécurité",nan,cdi,,
developpeur,2023-01-02,yvelines,"python, sql, test, recette, marketing, bases de données, java, acquisition, web, c#, sécurité, javascript, etl",nan,cdi,,
responsable,2023-01-02,colombes,"outils, marketing, ios",nan,cdi,,
manager,2023-01-02,hauts de seine,"test, sap, scala, excel",nan,cdi,,
agent de securite ssiap 1 bilingue anglais data center ,2023-01-04,seine saint denis,"git, sécurité, excel",nan,cdi,,
data visualisation developer ,2023-01-02,pontoise,"sql, agile, recette, outils, nosql, git, power bi, tableau",nan,cdi,,
chef de projet,2023-01-02,st denis,"test, communication, validation, excel",paris 2024,cdi,,
animateur communauté data data steward lead  ,2022-12-31,melun,"communication, data management, git, support",nan,cdi,,
data analyst,2022-12-31,meudon,"outils, support",nan,cdi,,
chef de projet,2022-12-30,neuilly sur seine,"test, outils, communication, marketing, validation, data management, git, tableau, sécurité, excel, ios",nan,cdi,,
data scientist,2023-01-07,paris,"communication, intelligence artificielle, machine learning, support, excel",nan,cdi,,
chef.fe de projet étude statistiques et data ,2023-01-04,paris  dept,"communication, git, excel",nan,cdi,,
chef.fe de projet étude statistiques et data ,2023-01-04,paris  dept,"communication, git, excel",nan,cdi,,
"data architect   système, réseaux, données ",2022-12-30,orly,"python, sql, agile, sql server, c#, devops, etl, spark",daher,cdi,,
data analyst,2022-12-30,boulogne billancourt,"outils, marketing, validation, data management, sap",boursorama sa,cdi,,
consultant,2022-12-30,paris,big data,hexateam,cdi,,
chef de projet,2022-12-30,paris,"agile, recette, business intelligence",seenovate,cdi,47000.0,55000.0
responsable,2022-12-30,paris,"agile, outils, communication, marketing, git, bases de données, tableau, excel, crm",ratp,cdi,,
développeur java ee  big data [full remote]   informatique de gestion ,2022-12-30,neuilly sur seine,"sql, test, big data, nosql, hadoop, java, spark",recrut-info,cdi,45000.0,60000.0
data engineer,2022-12-30,paris,"python, sql, agile, test, big data, nosql, validation, git, java, scrum, scala, cloud, jenkins, talend, spark",hexateam,cdi,,
manager,2022-12-30,paris  dept,"sql, communication, support, sap, power bi, tableau, moa, excel, salesforce, etl",nan,cdi,,
chargé de marketing data et analytics  ,2022-12-30,antony,"outils, marketing, git, bases de données, acquisition, web, excel, crm",nan,cdi,,
data analyst,2022-12-30,bobigny,"marketing, vba, excel",pp,cdd,35000.0,42000.0
manager,2023-01-12,bondoufle,"agile, outils, marketing, validation, excel",les mousquetaires,cdi,,
data analyst,2023-01-12,bondoufle,"python, sql, agile, outils, sas, excel",les mousquetaires,cdi,,
consultant,2023-01-09,paris,outils,data insight,cdi,,
data engineer,2023-01-23,paris,"python, sql",verduron,cdi,,
data engineer,2023-01-23,paris,"python, sql",verduron,cdi,,
consultant,2022-12-29,paris,"big data, outils, business intelligence, bases de données, tableau, excel, etl",mc2i,cdi,,
manager,2023-01-09,courbevoie,,groupe partenor,cdi,45000.0,65000.0
ingenieur,2022-12-29,neuilly sur seine,"python, sql, big data, nosql, hadoop, java, spring, cloud, spark",olivier lefievre novagen conseil,cdi,40000.0,60000.0
data scientist,2022-12-29,paris,"python, sql, big data, intelligence artificielle, marketing, machine learning, git",nan,cdi,,
data scientist,2022-12-29,paris,"python, sql, big data, intelligence artificielle, marketing, machine learning, git",nan,cdi,,
data scientist,2023-01-02,rueil malmaison,"agile, outils",nan,cdd,,
manager,2023-01-02,aubervilliers,"agile, test, tableau, excel",nan,cdi,,
data scientist,2023-01-05,charenton le pont,"python, sql, outils, data management, git, cloud",nan,cdi,,
manager,2023-01-11,paris,"sql, outils, communication, sécurité",nan,cdi,,
manager,2022-12-29,paris,"agile, test, excel",nan,cdi,,
manager,2023-01-05,paris,"agile, recette, business intelligence",nan,cdi,,
data scientist,2022-12-29,paris,"communication, marketing, git, réseaux, excel, crm",nan,cdi,,
chef de projet,2022-12-28,ivry sur seine,"support, sap, excel",grands moulins de paris,intérim,,
"ingénieur système et réseau data center   système, réseaux, données ",2022-12-28,st gratien,"python, outils, git, bases de données, réseaux, windows, cloud, vmware, linux, sécurité, excel",verso healthcare,cdi,40000.0,50000.0
data scientist,2022-12-28,fontenay sous bois,"python, test, outils",kaisens data,cdi,,
architecte,2022-12-28,paris  dept,"sql, nosql, hadoop, bases de données, cloud, devops, sécurité, excel, spark",nan,cdi,,
data scientist,2023-01-02,hauts de seine,"test, outils, intelligence artificielle, machine learning, web, cloud, devops, excel",nan,cdi,,
data architect ,2022-12-28,hauts de seine,"validation, git, sécurité, excel",nan,cdi,,
data analyst,2023-01-24,puteaux,"business intelligence, sas, power bi, tableau, excel",nan,cdi,,
data scientist,2022-12-26,paris,"communication, marketing, web, tableau",nan,cdi,,
manager,2022-12-26,paris,"outils, communication, excel, cognos",nan,cdi,,
data quality analyst ,2023-01-13,paris  dept,"test, tableau, data quality",nan,cdi,,
gestionnaire master data ,2022-12-24,bobigny,"outils, marketing, bases de données, support",pp,cdi,372000.0,384000.0
manager,2022-12-24,maisons alfort,"agile, outils, communication, git",nan,cdi,,
manager,2022-12-24,maisons alfort,"agile, outils, communication, git",nan,cdi,,
data scientist,2022-12-23,nanterre,"outils, marketing, machine learning",nan,cdi,,
data scientist,2023-01-25,moussy le vieux,"agile, git, devops, sécurité",nan,cdi,,
data scientist,2022-12-28,paris,"python, sql, outils, marketing, validation, machine learning, bases de données, web, ios",nan,cdi,,
agent de securite ssiap 1 anglophone data center ,2023-01-04,hauts de seine,"git, sécurité, excel",nan,cdi,,
consultant,2022-12-26,paris  dept,"sql, agile, test, communication, validation, scrum, power bi, cloud, qlik, talend, spark",nan,cdi,,
data scientist,2022-12-30,paris  dept,"python, sql, test, outils, git, bases de données, sécurité, nlp",nan,cdi,,
chef de projet,2023-01-22,yvelines,"outils, git",nan,intérim,,
data analyst,2023-01-21,yvelines,"outils, power bi",nan,cdi,,
data analyst,2023-01-19,,"python, sql, test, outils, marketing, git, web, data quality, crm",groupe m6,nan,,
data analyst,2022-12-22,,"python, sql, test, hadoop, git, bases de données, réseaux sociaux, réseaux, unix, web, unix",groupe m6,nan,,
data scientist,2023-01-03,paris,"python, outils, communication, git, tableau",nan,cdi,,
data analyst,2022-12-22,lisses,"communication, business intelligence, support, power bi, sécurité",nan,cdi,,
data miner ,2023-01-04,courbevoie,"big data, outils, excel",nan,cdi,,
data scientist,2022-12-21,montigny le bretonneux,"python, agile, intelligence artificielle, marketing, cloud, c++, linux, devops, sécurité",nan,cdi,,
data scientist,2022-12-21,montigny le bretonneux,"python, agile, outils, hadoop, marketing, cloud, c++, linux, spark",nan,cdi,,
snowflake data architect  ,2022-12-26,antony,"sql, outils, nosql, machine learning, git, bases de données, tableau, talend, etl",nan,cdi,,
data scientist,2022-12-27,paris  dept,"big data, outils, marketing, machine learning, web, cloud",openclassrooms,cdi,,
data analyst,2022-12-20,courbevoie,"python, sql, outils, data management, business intelligence, git, web, tableau, excel",dalkia recrutement,cdi,,
manager,2022-12-18,paris,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl",transitions pro île-de-france,cdi,,
manager,2022-12-18,paris,"sql, communication, support, power bi, tableau, moa, excel, salesforce, etl",transitions pro île-de-france,intérim,,
data scientist,2022-12-16,magny les hameaux,"python, sql, nosql, machine learning, git, excel, nlp",nan,cdi,,
data engineer,2022-12-15,paris,"agile, communication, git, support, sécurité, etl",iliad,cdi,,
data scientist,2022-12-15,paris,"python, agile, communication, business intelligence, machine learning, réseaux, excel, data quality",iliad,cdi,,
data engineer,2022-12-15,paris,"agile, communication, git, support, sécurité, etl",iliad,cdi,,
data scientist,2022-12-15,paris,"python, agile, communication, business intelligence, machine learning, réseaux, excel, data quality",iliad,cdd,,
data engineer,2022-12-15,paris,"python, agile, big data, outils, communication, support, cloud, linux, sécurité, etl",iliad,cdi,,
développeur  développeuse big data ,2022-12-15,val de marne,"python, agile, test, big data, validation, support, java, scala, web, cloud, c#",société générale,cdi,,
